ID,出典,単語・熟語,正解,誤答1,誤答2,誤答3,引用例文・和訳,解説・誤答分析,,,,,,,,,,,,,,,,,
154,2023-2,took over,引き継いだ,書き上げた,立ち入らなかった,失敗した,"""Olivia ... eventually **took over** his business."" （オリビアは...最終的に彼のビジネスを引き継ぎました。）",【正解】事業や職務を継承する。M&A（合併・買収）の文脈でも使われます。【誤答】wrote up（書き上げた）、kept off（立ち入らなかった）、fell through（失敗した）。fall throughは計画などがダメになる重要句動詞。,,,,,,,,,,,,,,,,,
155,2023-2,do without,～なしで済ます,～に立ち寄る,偶然会う,～に逆らう,"""Residents had to **do without** electricity for two hours..."" （住民は2時間電気なしで済まさなければなりませんでした...）",【正解】manage withoutと同義。生活必需品がない状況などで使います。【誤答】drop by（立ち寄る）、come across（偶然会う）、go against（逆らう）。,,,,,,,,,,,,,,,,,
156,2023-3,laboratories,実験室、研究所,三角形,結論,出来事,"""Many scientists do their work in **laboratories**."" （多くの科学者は実験室で仕事をします。）",【正解】laboratory（ラボ）。科学研究の場。【誤答】triangles（三角形）、conclusions（結論）、incidents（出来事/事件）。conclusionは論文やスピーチの締めくくりに必須。,,,,,,,,,,,,,,,,,
157,2023-3,remarkable,注目すべき、驚くべき,栄養のある,商業の,人工的な,"""It’s **remarkable** how quickly your son has grown."" （あなたの息子さんがいかに早く成長したかは驚くべきことです。）",【正解】remark（注目）+ able。extraordinaryに近い。【誤答】nutritious（栄養のある）、commercial（商業の）、artificial（人工的な）。artificial intelligence (AI) でおなじみ。,,,,,,,,,,,,,,,,,
158,2023-3,identify,特定する、見分ける,交渉する,翻訳する,修正する,"""Can you **identify** your umbrella among the ones on this shelf?"" （この棚にある傘の中から自分のものを見分けられますか？）",【正解】ID (Identity) の動詞形。身元を確認する、物を見分ける。【誤答】negotiate（交渉する）、translate（翻訳する）、revise（修正する）。reviseは原稿修正などで使います。,,,,,,,,,,,,,,,,,
159,2023-3,quantity,量,機会,安全、警備,重力,"""Bob wanted to know the **quantity** of food that he needed to buy..."" （ボブは買う必要がある食料の量を知りたがっていました...）",【正解】quality（質）の対義語。【誤答】opportunity（機会）、security（安全/警備）、gravity（重力）。opportunityはchanceの堅い表現。,,,,,,,,,,,,,,,,,
160,2023-3,refunded,払い戻された,示された,警告された,展示された,"""...people with tickets were **refunded** the cost of buying them."" （...チケットを持っていた人々は購入費用を払い戻されました。）",【正解】fund（資金）をre（戻す）。【誤答】indicated（示された）、alerted（警告された）、displayed（展示された）。alertはスマホの通知（alert）でおなじみ。,,,,,,,,,,,,,,,,,
161,2023-3,frequently,頻繁に,直接に,ひどく,おそらく,"""...answers to the questions that customers ask most **frequently**."" （...顧客が最も頻繁に尋ねる質問への回答...）",【正解】oftenの堅い語。FAQ (Frequently Asked Questions)。【誤答】directly（直接に）、severely（ひどく/厳しく）、probably（おそらく）。severelyは2022年、2025年にも出題。,,,,,,,,,,,,,,,,,
162,2023-3,destination,目的地,お祝い,予約,世代,"""...when he reaches his **destination**."" （...彼が目的地に着くとき。）",【正解】destiny（運命）と同語源（定まった場所）。旅行や配送の文脈で出ます。【誤答】celebration（お祝い）、reservation（予約）、generation（世代）。,,,,,,,,,,,,,,,,,
163,2023-3,permit,許可する,値する,操作する,発表する,"""The law ... does not **permit** drivers to cross railway tracks without stopping..."" （法律は...運転手が一時停止せずに線路を渡ることを許可していません。）",【正解】allowの堅い語。名詞では「許可証」。【誤答】deserve（値する）、operate（操作する/手術する）、announce（発表する）。deserveは「～を受けるに足る」という意味の重要動詞。,,,,,,,,,,,,,,,,,
164,2023-3,routine,日課、決まりきった仕事,絶望,交換,少数派,"""He follows the same **routine** each day."" （彼は毎日同じ日課に従います。）",【正解】ルーティン。route（道）から派生。【誤答】despair（絶望）、exchange（交換）、minority（少数派）。minorityはsocial issuesの長文で重要。,,,,,,,,,,,,,,,,,
165,2023-3,participate in,～に参加する,～に頼る,～にばったり会う,～を消す,"""...she could not **participate in** the school singing contest..."" （...彼女は学校の歌唱コンテストに参加できませんでした...）",【正解】take part inと同義。【誤答】rely on（頼る）、bump into（ばったり会う）、turn off（消す）。bump intoは口語表現としてリスニングで出ます。,,,,,,,,,,,,,,,,,
166,2023-3,do away with,～を廃止する,～について話し続ける,～を楽しみに待つ,～から出てくる,"""I think we should **do away with** books completely..."" （本を完全に廃止すべきだと思います...）",【正解】abolishと同義。2017年、2019年にも出題された、まさに「サボってはいけない」最重要熟語です。【誤答】go on about（～について話し続ける）、look forward to（～を楽しみに待つ）、come out of（～から出てくる）。,,,,,,,,,,,,,,,,,
167,2023-3,fed up with,～にうんざりしている,～のために外出している,～で作られている,～に夢中になっている,"""I’m **fed up with** all the rain..."" （この雨にはもううんざりだよ...）",【正解】飽き飽きしている状態。be tired ofより強い不快感。【誤答】gone out for（～のために外出している）、made out of（～で作られている）、wrapped up in（～に夢中になっている）。,,,,,,,,,,,,,,,,,
168,2024-1,convert,（単位などを）変換する,辞職する,引き出す,ろ過する,"""Americans often need to **convert** the measurements to miles per hour..."" （アメリカ人は...計測値を時速マイルに変換する必要があります。）[1]",【正解】形や単位を変えること。convert A into B。【誤答】resign（辞職する）、derive（引き出す/由来する）、filter（ろ過する）。derive from（～に由来する）は準1級アカデミック長文の必須語。,,,,,,,,,,,,,,,,,
169,2024-1,grasp,理解する、つかむ,怖がらせる,害する,欠いている,"""He could not **grasp** many of the ideas in the lecture..."" （彼は講義のアイデアの多くを理解できませんでした...）[2]",【正解】物理的に「つかむ」だけでなく、概念を「把握する(understand)」の意味で重要。【誤答】frighten（怖がらせる）、harm（害する）、lack（欠いている）。frightenは受動態（be frightened）で頻出。,,,,,,,,,,,,,,,,,
170,2024-1,liberty,自由,振る舞い,構成,出席,"""One of the most important values of France is **liberty**."" （フランスの最も重要な価値観の一つは自由です。）[3]",【正解】束縛がない状態。Statue of Liberty（自由の女神）。【誤答】behavior（振る舞い）、composition（構成/作曲）、attendance（出席）。compositionはcomprise（構成する）と共に覚えたい語。,,,,,,,,,,,,,,,,,
171,2024-1,keeps track of,～の記録をつける、～を見失わない,～を理解する,～に遅れずについていく,～で間に合わせる,"""...his little sister ... **keeps track of** the score in her notebook."" （...彼の妹は...ノートにスコアの記録をつけています。）[4]",【正解】動きや数値を追跡・把握すること。track（跡）。【誤答】makes sense of（～を理解する）、keeps pace with（～に遅れずについていく）、makes do with（～で間に合わせる）。make sense ofは長文読解で重要。,,,,,,,,,,,,,,,,,
172,2024-1,on good terms,良好な関係で,決して～ない,手に負えない,一目で,"""He wanted to leave the company **on good terms**."" （彼は良好な関係で（円満に）会社を辞めたいと思っていました。）[5]",【正解】terms（間柄・条件）。be on speaking terms（口をきく間柄だ）。【誤答】by no means（決して～ない）、out of hand（手に負えない/即座に）、at first sight（一目で）。by no meansは準1級・1級の重要否定強調。,,,,,,,,,,,,,,,,,
173,2024-2,yielded,（農作物などを）産出した,奮闘した,減少した,後悔した,"""...so the farm **yielded** a large amount of produce."" （...その農場は大量の農産物を産出しました。）[6]",【正解】利益や作物を生む。準1級では「屈する(yield to)」の意味でも頻出する最重要多義語。【誤答】struggled（奮闘した/もがいた）、decreased（減少した）、regretted（後悔した）。,,,,,,,,,,,,,,,,,
174,2024-2,substance,物質,お絵かき,風景,犯罪者,"""...he stepped on a soft, wet **substance**."" （...彼は柔らかく濡れた物質を踏んでしまいました。）[7]",【正解】物体、実質。substantial（かなりの/実質的な）も重要。【誤答】drawing（お絵かき/図面）、landscape（風景）、criminal（犯罪者）。criminalは名詞・形容詞（犯罪の）両方で出ます。,,,,,,,,,,,,,,,,,
175,2024-2,convention,大会、慣習,奇跡,批判,記念碑,"""The city held a big **convention** for computer game fans..."" （市はコンピュータゲームファンのための大きな大会を開催しました...）[8]",【正解】大規模な集まり。custom（慣習）の意味も重要。conventional（従来の）は準1級必須。【誤答】miracle（奇跡）、criticism（批判）、monument（記念碑）。criticismはcriticize（批判する）の名詞形。,,,,,,,,,,,,,,,,,
176,2024-2,postponed,延期された,従った,回復した,だました,"""...but it was **postponed** because of the heavy rain."" （...しかし大雨のために延期されました。）[9]",【正解】put offと同義。post（後ろに）+ pone（置く）。【誤答】obeyed（従った）、recovered（回復した）、tricked（だました）。obeyの対義語disobeyも重要。,,,,,,,,,,,,,,,,,
177,2024-2,make do with,～で間に合わせる、～で済ます,～をあきらめる,～に気をつける,～に現れる,"""I’ll **make do with** my old computer for a few more months..."" （あと数ヶ月は古いコンピュータで間に合わせます...）[10]",【正解】十分ではないが、あるものでなんとかする（manage with）。2024-1の誤答選択肢から正解に昇格。【誤答】give up on（～をあきらめる/見限る）、look out for（～に気をつける）、show up to（～に現れる）。,,,,,,,,,,,,,,,,,
178,2024-3,subscription,定期購読（料）,機会,キャンペーン,代表者,"""...she now has an online **subscription**, so she can read the magazine..."" （...彼女は今オンライン定期購読をしているので、その雑誌を...）[11]",【正解】subscribe（定期購読する/署名する）の名詞形。YouTubeなどの「登録」でもおなじみ。【誤答】opportunity（機会）、campaign（キャンペーン）、representative（代表者）。representativeは準1級リスニングの職業名で頻出。,,,,,,,,,,,,,,,,,
179,2024-3,consequences,（行動の）結果、影響,要求,時刻表,スーツケース,"""...think about the **consequences** of their actions."" （...自分の行動の結果について考える...）[12]",【正解】あとに続くもの。悪い結果を指すことが多いです。consequently（その結果）は論理マーカー。【誤答】requests（要求）、timetables（時刻表）、suitcases（スーツケース）。,,,,,,,,,,,,,,,,,
180,2024-3,accelerate,加速させる、早める,残る,構成する,発射する、開始する,"""...economic activities that **accelerate** global warming."" （...地球温暖化を加速させる経済活動。）[13]",【正解】アクセルを踏むイメージ。対義語はdecelerate。【誤答】remain（残る/～のままである）、compose（構成する/作曲する）、launch（発射する/開始する）。launchは2022年の正解語彙。,,,,,,,,,,,,,,,,,
181,2024-3,offend,気分を害する,置き換える,慰める,変形させる,"""I didn’t mean to **offend** you."" （あなたを怒らせるつもりはありませんでした。）[12]",【正解】感情を傷つける、違反する。offensive（不快な）。【誤答】replace（置き換える）、comfort（慰める/快適さ）、transform（変形させる）。comfortはcomfortable（快適な）の語源。,,,,,,,,,,,,,,,,,
182,2024-3,fall back on,～を当てにする、～に頼る,～と別れる,～のところへ来る,～の悪口を言う,"""...she had to **fall back on** her savings for a few months..."" （...彼女は数ヶ月間、貯金を頼りにしなければなりませんでした...）[14]",【正解】rely onの類語。うまくいかない時の「頼みの綱（貯金など）」に頼るイメージ。【誤答】break up with（～と別れる）、come over to（～のところへ来る）、speak ill of（～の悪口を言う）。speak ill of / speak well ofは対で覚えましょう。,,,,,,,,,,,,,,,,,
183,2024-3,at the mercy of,～のなすがままに,永遠に,上昇して,～の最中に,"""...they could be **at the mercy** of nature."" （...彼らは自然のなすがまま（翻弄される状態）になる可能性があります。）[14]",【正解】mercy（慈悲）にすがるしかない状態＝支配されている。【誤答】for the good（永遠に/これきり）、on the rise（上昇して/増加して）、in the course（～の最中に）。on the riseはグラフ描写で必須。,,,,,,,,,,,,,,,,,
184,2025-1,civilization,文明,失望,割合,広告,"""The **civilization** of ancient Greece made many great discoveries..."" （古代ギリシャの文明は多くの偉大な発見をしました...）",【正解】高度な文化社会。[1] 準1級・1級の歴史系長文で頻出。【誤答】disappointment（失望）、proportion（割合/比率）、advertisement（広告）。proportionはグラフ説明問題で必須。,,,,,,,,,,,,,,,,,
185,2025-1,severely,ひどく、厳しく,流暢に,現在,心配して,"""The people in the car crash could have been **severely** hurt."" （自動車事故に遭った人々は、ひどく怪我をしていた可能性がありました。）",【正解】ダメージや怪我が深刻な様子。[2] severe（深刻な）。【誤答】fluently（流暢に）、currently（現在）、anxiously（心配して）。currentlyは「現在(now)」の堅い表現として重要。,,,,,,,,,,,,,,,,,
186,2025-1,devoted,（時間・労力を）捧げた、向けた,特定した,宣伝した,思い出させた,"""...so she **devoted** all her attention to studying for the entrance exam."" （...だから彼女は注意のすべてを入試勉強に向けました（捧げました）。）",【正解】devote A to B（AをBに捧げる）。[3] 受動態 be devoted to（～に専念する）も頻出。【誤答】specified（特定した）、advertised（宣伝した）、reminded（思い出させた）。specifyは具体的な条件を指定する際に使います。,,,,,,,,,,,,,,,,,
187,2025-1,indicated,示した、指摘した,だました,犠牲にした,構成した,"""Gary **indicated** that his message was a joke by putting a laughing face symbol..."" （ゲイリーは...笑顔の記号をつけることで、メッセージが冗談であることを示しました。）",【正解】showの堅い語。[3] データや兆候を示す際にも使います。【誤答】deceived（だました）、sacrificed（犠牲にした）、composed（構成した/作曲した）。deceiveは準1級物語文の重要語。,,,,,,,,,,,,,,,,,
188,2025-1,anxiety,不安、心配,遺産,例外,自信,"""Yes, I always feel a little **anxiety**. But I try to stay calm..."" （はい、いつも少し不安を感じます。でも落ち着こうと努めて...）",【正解】nervousな感情。[4] anxious（心配して/切望して）。【誤答】inheritance（遺産）、exception（例外）、confidence（自信）。inheritanceはinherit（相続する）の名詞形。,,,,,,,,,,,,,,,,,
189,2025-1,welfare,福祉、幸福,バランス,評判,天才,"""...help people who are in need and try to improve their **welfare**."" （...困っている人々を助け、彼らの福祉（幸福）を向上させようと...）",【正解】健康で幸福な生活状態。[4] social welfare（社会福祉）。【誤答】balance（バランス）、reputation（評判）、genius（天才）。reputationは2022年にも出題された重要語。,,,,,,,,,,,,,,,,,
190,2025-1,characteristics,特徴、特性,貢献,調査,展示,"""The **characteristics** that make rabbits different from other animals are..."" （ウサギを他の動物と違うものにしている特徴は...）",【正解】他と区別できる特質。[4] character（性格/登場人物）から派生。【誤答】contributions（貢献）、investigations（調査）、exhibitions（展示）。investigate（調査する）の名詞形は必須。,,,,,,,,,,,,,,,,,
191,2025-1,relies on,～に頼る,～を隠す,～で済ませる,～を承認する,"""...he still **relies on** his parents for most of his money."" （...彼はお金のほとんどをまだ両親に頼っています。）","【正解】depend on, count onと同義。[5] 信頼する(trust)の意味もあります。【誤答】covers up（隠す/隠蔽する）、does with（～で済ます/扱う）、approves of（承認する）。approve ofは準1級リスニングで頻出。",,,,,,,,,,,,,,,,,
192,2025-2,govern,統治する、治める,重複する,許す,逮捕する,"""...his son was still too young to **govern** the kingdom."" （...彼の息子は王国を統治するにはまだ若すぎました。）",【正解】国や組織を治める。[6] government（政府）の動詞形。【誤答】overlap（重複する）、forgive（許す）、arrest（逮捕する）。overlapは2017年の正解語彙。,,,,,,,,,,,,,,,,,
193,2025-2,expanded,拡大した、拡張した,苦しんだ,反射した,影響した,"""The IT company has greatly **expanded** since it opened five years ago."" （そのIT企業は5年前に開業して以来、大きく拡大しました。）",【正解】規模や事業を広げること。[6] ビジネス記事で必須。【誤答】suffered（苦しんだ）、reflected（反射した/熟考した）、influenced（影響した）。reflect on（～を熟考する）も重要。,,,,,,,,,,,,,,,,,
194,2025-2,qualified,資格を得た、予選通過した,強奪した,重さを量った,消えた,"""...they have **qualified** for next month’s national finals."" （...彼らは来月の全国大会決勝への出場権（資格）を得ました。）",【正解】条件を満たすこと。[6] quality（質）と同語源。【誤答】robbed（強奪した）、weighed（重さを量った）、disappeared（消えた）。rob A of B（AからBを奪う）は文法問題の定番。,,,,,,,,,,,,,,,,,
195,2025-2,occupation,職業,装置,苦情,ことわざ,"""...Sue has decided to try a new **occupation**. She is now training to become a nurse."" （...スーは新しい職業に挑戦することに決めました。彼女は今看護師になるために...）",【正解】jobの堅い語。[7] occupy（占める）ことから。【誤答】device（装置）、complaint（苦情）、proverb（ことわざ）。complaintはcomplain（文句を言う）の名詞形。,,,,,,,,,,,,,,,,,
196,2025-2,gripped,（注意などを）引きつけた、握った,受け入れた,平らにした,約束した,"""Matthew’s story **gripped** his friends’ attention completely."" （マシューの話は友人の注意を完全に引きつけました。）",【正解】しっかり握る。[7] 興味を放さないという意味で使われます。【誤答】accepted（受け入れた）、flattened（平らにした）、promised（約束した）。,,,,,,,,,,,,,,,,,
197,2025-2,consistent,一貫した、矛盾しない,巨大な,内部の,最近の,"""The politician’s view on education was **consistent** through his whole career."" （その政治家の教育に対する見解は、キャリアを通して一貫していました。）",【正解】言動が変わらず矛盾がないこと。[8] 準1級面接やエッセイで高評価につながる語。【誤答】massive（巨大な）、internal（内部の）、recent（最近の）。massiveは「大量の」の意味でニュースによく出ます。,,,,,,,,,,,,,,,,,
198,2025-2,judgment,判断（力）,笑い,気候,病気,"""Sports referees and umpires must have excellent **judgment**."" （スポーツの審判やアンパイアは優れた判断力を持っていなければなりません。）",【正解】瞬時に正しく決める能力。[9] 2023年にも出題された重要語。【誤答】laughter（笑い）、climate（気候）、illness（病気）。,,,,,,,,,,,,,,,,,
199,2025-2,went off,（警報などが）鳴った、爆発した,立ち寄った,倒れた、降りてきた,伝えた,"""The security alarm in the hotel **went off** in the middle of the night..."" （真夜中にホテルのセキュリティアラームが鳴り...）",【正解】突然作動すること。[9] 食べ物が腐るという意味もあります。【誤答】dropped by（立ち寄った）、came down（倒れた/病気になった）、passed on（伝えた/死んだ）。,,,,,,,,,,,,,,,,,
200,2025-2,feed on,～を常食とする、～を餌にする,～を提出する,～を切り離す,～にしがみつく,"""They seem to **feed on** insects."" （それら（鳥）は昆虫を餌にしているようです。）",【正解】動物が何を食べるか説明する際の表現。[10] prey on（捕食する）とセットで覚えましょう。【誤答】turn in（提出する/寝る）、cut off（切り離す/電話を切る）、hang on（しがみつく/待つ）。,,,,,,,,,,,,,,,,,
201,2025-2,free of charge,無料で,息を切らして,意志に反して,使いやすい,"""It’s **free of charge**. You can visit it whenever you want."" （それは無料です。いつでも好きな時に訪れることができます。）",【正解】料金がかからないこと(free)。[10] charge（請求）がない。【誤答】out of breath（息を切らして）、against its will（意志に反して）、easy to use（使いやすい）。,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
