ID,出典,問題文,正解,誤答1,誤答2,誤答3,意味・分類タグ,文意訳（ヒント）,解説,,,,,,,,,,,,,,,,
253,2021-1,"However, Ms. Garcia is not ( ) as he is...",as kind a person,a kind as person,as a kind person,as person a kind,文法・語順,しかし、ガルシア先生は彼ほど親切な人ではありません...,【正解のポイント】as + 形容詞 + a + 名詞 + as...（...と同じくらい～な名詞）。語順整序の頻出パターン。,,,,,,,,,,,,,,,,
254,2021-1,"In the 1970s, an Englishman named John Seymour promoted the idea of ( ).",self-sufficiency,self-esteem,self-defense,self-control,長文語彙・自給自足,1970年代、ジョン・シーモアという英国人が自給自足の考えを広めました。,【正解のポイント】長文（Self-Sufficient Communities）のテーマ。self（自分）+ sufficient（十分な）＝自給自足。準1級重要語。,,,,,,,,,,,,,,,,
255,2021-2,Carrie wants her children to speak more ( )...,politely,luckily,commonly,silently,副詞・丁寧に,キャリーは子供たちにもっと丁寧に話してほしいと思っています...,【正解のポイント】PleaseやThank youを言う＝礼儀正しい。politely（丁寧に）。【紛らわしい選択肢】commonly（一般的に）。,,,,,,,,,,,,,,,,
256,2021-2,Many people... choose ( ) products instead of foreign ones...,domestic,manual,routine,formal,形容詞・国内の,多くの人々は、外国製品の代わりに国内製品を選びます...,【正解のポイント】foreign（外国の）の対義語。domestic（国内の、家庭の）。GDP（Gross Domestic Product）のDです。【紛らわしい選択肢】manual（手動の）。,,,,,,,,,,,,,,,,
257,2021-2,"I’m going to be away next week, so please ( ) your assignment to Ms. Edwards.",submit,beat,convert,imply,動詞・提出する,来週は不在にしますので、課題はエドワーズ先生に提出してください。,【正解のポイント】hand inのフォーマル表現。submit（提出する）。準1級では「服従する」の意味でも出ます。【紛らわしい選択肢】imply（ほのめかす）。,,,,,,,,,,,,,,,,
258,2021-2,He put pictures on the web page and wrote a detailed ( ) of each item.,description,route,hammer,symphony,名詞・説明,彼はウェブページに写真を載せ、各商品の詳細な説明を書きました。,【正解のポイント】詳細な解説。description（記述、説明）。describe（描写する）の名詞形。【紛らわしい選択肢】symphony（交響曲）。,,,,,,,,,,,,,,,,
259,2021-2,The police had ( ) that showed the man had robbed the bank.,evidence,harmony,rhythm,praise,名詞・証拠,警察は、その男が銀行を襲ったことを示す証拠を持っていました。,【正解のポイント】犯罪を証明するもの。evidence（証拠）。不可算名詞である点も注意。【紛らわしい選択肢】praise（賞賛）。,,,,,,,,,,,,,,,,
260,2021-2,Johann’s hobby is ( ) music. He wrote a beautiful song...,composing,rescuing,flattering,declaring,動詞・作曲する,ヨハンの趣味は作曲です。彼は美しい歌を書きました...,【正解のポイント】音楽を作る。composing（作曲する、構成する）。composition（作文・構成）も重要。【紛らわしい選択肢】flattering（お世辞を言う）、declaring（宣言する）。,,,,,,,,,,,,,,,,
261,2021-2,Andy focused on ( ) for his science report. It was about how certain birds lost the ability to fly...,evolution,landscape,humanity,psychology,名詞・進化,アンディは科学レポートで進化に焦点を当てました。,【正解のポイント】生物が長い時間をかけて変化すること。evolution（進化）。evolve（進化する）。【紛らわしい選択肢】psychology（心理学）。,,,,,,,,,,,,,,,,
262,2021-2,Lisa and her brother had an ( ) about whose turn it was to wash the dishes.,argument,occasion,identity,expense,名詞・口論,リサと弟は、誰が皿洗いをする順番かについて口論になりました。,【正解のポイント】言い争い。argument（議論、口論）。argue（議論する）。【紛らわしい選択肢】expense（費用）。,,,,,,,,,,,,,,,,
263,2021-2,Kate closed her bedroom window because the sound of the construction on her street was ( ) her.,irritating,judging,detecting,exchanging,動詞・イライラさせる,通りの工事の音が彼女をイライラさせていたので、ケイトは窓を閉めました。,【正解のポイント】不快にさせる。irritating（イライラさせる）。annoyingより強いニュアンス。【紛らわしい選択肢】detecting（探知する）。,,,,,,,,,,,,,,,,
264,2021-2,"This morning, Mr. Ikeda was tired at work because he ( ) all night taking care of his baby girl.",stayed up,spoke up,left over,looked over,句動詞・起きている,今朝、池田さんは一晩中起きて赤ちゃんの世話をしていたので、仕事中疲れていました。,【正解のポイント】寝ないで起きている。stay up。sit upとも言います。【紛らわしい選択肢】look over（ざっと目を通す）。,,,,,,,,,,,,,,,,
265,2021-2,Do you think $400 will be ( ) three days in New York?,sufficient for,obliged to,capable of,particular about,熟語・十分な,ニューヨークでの3日間、400ドルで十分だと思いますか？,【正解のポイント】足りるかどうか。sufficient for（～に十分な）。enoughの堅い語。【紛らわしい選択肢】obliged to（～する義務がある/感謝している）。,,,,,,,,,,,,,,,,
266,2021-2,"...made outstanding contributions to the study of the solar system, to say ( ) of his research in physics.",nothing,worse,further,better,熟語・言うまでもなく,...物理学の研究は言うまでもなく、太陽系の研究に傑出した貢献をしました。,【正解のポイント】to say nothing of（～は言うまでもなく）。not to mentionと同じ。【紛らわしい選択肢】say no more（もう言うな）などと混同しないように。,,,,,,,,,,,,,,,,
267,2021-2,"Yeah, I’m getting ( ) of it. I wish she’d stop.",sick,low,hard,lazy,熟語・うんざり,ああ、もううんざりだよ。彼女がやめてくれればいいのに。,【正解のポイント】be sick of（～にうんざりしている）。tired ofより強い嫌悪感。【紛らわしい選択肢】getting hard（難しくなっている）。,,,,,,,,,,,,,,,,
268,2021-2,Michael is going to ( ) as captain.,take over,drive off,make sure,pull down,句動詞・引き継ぐ,マイケルがキャプテンを引き継ぐ予定です。,【正解のポイント】仕事や役割を代わる。take over（引き継ぐ）。【紛らわしい選択肢】pull down（取り壊す）。,,,,,,,,,,,,,,,,
269,2021-2,Let me see if I can ( ) the car salesperson into giving us a discount...,talk,run,burst,divide,句動詞・説得する,値引きしてくれるよう、私が店員を説得できるかやってみるわ...,【正解のポイント】talk A into B（Aを説得してBさせる）。persuade A to do Bのイディオム版。反対はtalk A out of B。,,,,,,,,,,,,,,,,
270,2021-2,Everyone in his section ( ) him for his wonderful ideas and hard work.,looks up to,moves on with,does away with,takes away from,句動詞・尊敬する,課の全員が、素晴らしいアイデアと勤勉さゆえに彼を尊敬しています。,【正解のポイント】respectのイディオム。look up to（尊敬する）。対義語はlook down on（見下す）。,,,,,,,,,,,,,,,,
271,2021-2,"If Tom’s grandparents ( ) a computer last year, they’d still be using their old typewriter.",hadn’t bought,haven’t bought,wouldn’t buy,don’t buy,文法・仮定法,もしトムの祖父母が昨年コンピュータを買っていなかったら、今でも古いタイプライターを使っているだろう。,【正解のポイント】If S had p.p.（過去の事実に反する仮定＝仮定法過去完了）。後半がwould be using（今の話）なので混合仮定法です。,,,,,,,,,,,,,,,,
272,2021-2,"( ) her efforts, she could not win.",Despite,Above,Outside,Within,前置詞・～にもかかわらず,努力にもかかわらず、彼女は勝てませんでした。,【正解のポイント】In spite ofと同じ譲歩の前置詞。Despite（～にもかかわらず）。ofがつかない点に注意。,,,,,,,,,,,,,,,,
273,2021-2,He has been doing so ( ) since he became the club’s president earlier this year.,all the more,all the best,all the better,all the most,熟語・ますます,彼は今年初めに部長になって以来、ますますそうしています（助けています）。,【正解のポイント】all the more（それだけいっそう、ますます）。,,,,,,,,,,,,,,,,
274,2021-3,It was finally ( ) today and taken back to the zoo.,captured,proved,accused,neglected,動詞・捕獲する,それは今日ついに捕獲され、動物園に連れ戻されました。,【正解のポイント】逃げた動物を捕まえる。captured（捕まえた）。【紛らわしい選択肢】accused（告発した）、neglected（無視した、怠った）。,,,,,,,,,,,,,,,,
275,2021-3,Can you ( ) me to call my mother before we leave...?,remind,expect,distract,disturb,動詞・思い出させる,出発する前に母に電話するよう、私に思い出させて（気づかせて）くれない？,【正解のポイント】忘れないように言う。remind（思い出させる）。remind A to do。【紛らわしい選択肢】distract（気を散らす）、disturb（邪魔する）。,,,,,,,,,,,,,,,,
276,2021-3,He ( ) asked her to go on a date with him and was pleased when she said yes.,hesitantly,academically,spiritually,terribly,副詞・ためらいがちに,彼はためらいがちに彼女をデートに誘い、彼女がイエスと言ったとき喜びました。,【正解のポイント】自信なさげに。hesitantly（ためらいがちに）。hesitate（ためらう）の副詞。【紛らわしい選択肢】terribly（ひどく）。,,,,,,,,,,,,,,,,
277,2021-3,"Wendy, can you tell me the ( ) amount? - Our sales rose by exactly 21.8 percent.",precise,intense,endless,frequent,形容詞・正確な,ウェンディ、正確な数字を教えてくれる？ - 正確に21.8%増加しました。,【正解のポイント】exactly（正確に）に対応する形容詞。precise（正確な、精密な）。exactと同義。【紛らわしい選択肢】intense（強烈な）。,,,,,,,,,,,,,,,,
278,2021-3,Good teachers always use ( ) rather than threats to get their students to study.,persuasion,immigration,organization,admission,名詞・説得,良い教師は生徒に勉強させるために、脅しではなく説得を使います。,【正解のポイント】脅迫（threats）の対比。persuasion（説得）。persuade（説得する）の名詞形。【紛らわしい選択肢】immigration（移民・入国管理）。,,,,,,,,,,,,,,,,
279,2021-3,...she made sure to get some good ( ) for overseas travel...,insurance,violence,affection,punishment,名詞・保険,...彼女は海外旅行のために良い保険に必ず入るようにしました...,【正解のポイント】万が一の備え。insurance（保険）。【紛らわしい選択肢】punishment（罰）。,,,,,,,,,,,,,,,,
280,2021-3,"Actually, he just ( ) me. I couldn’t understand his complicated explanations.",confused,promoted,arrested,located,動詞・混乱させる,実は、彼は私を混乱させただけだったよ。彼の複雑な説明は理解できなかった。,【正解のポイント】わからなくさせる。confused（混乱させた）。【紛らわしい選択肢】located（位置を突き止めた）。,,,,,,,,,,,,,,,,
281,2021-3,Although the art gallery wanted to ( ) the painting right away...,exhibit,combine,imitate,overcome,動詞・展示する,美術館はその絵をすぐに展示したかったのですが...,【正解のポイント】絵を見せること。exhibit（展示する）。displayと同義。【紛らわしい選択肢】imitate（模倣する）、overcome（克服する）。,,,,,,,,,,,,,,,,
282,2021-3,Sorry I’m late for class... I don’t have a good ( ).,excuse,device,applause,resource,名詞・言い訳,遅刻してすみません...良い言い訳はありません。,【正解のポイント】理由を説明して許しを請うこと。excuse（言い訳）。make an excuseで「言い訳をする」。【紛らわしい選択肢】resource（資源）。,,,,,,,,,,,,,,,,
283,2021-3,"Every day, about 420,000 ( ) travel on it.",vehicles,tubes,rivals,deserts,名詞・車両,毎日約42万台の車両がそこ（高速道路）を通行します。,【正解のポイント】車やトラックの総称。vehicles（乗り物、車両）。2019年にも出題された重要語。【紛らわしい選択肢】rivals（ライバル）。,,,,,,,,,,,,,,,,
284,2021-3,The fast-food restaurant ( ) with extra-large drinks because only a few customers ordered them.,did away,kept on,went in,got on,句動詞・廃止する,そのファストフード店は、注文する客が少なかったので特大ドリンクを廃止しました。,【正解のポイント】なくす。did away (with)（廃止した）。頻出のdo away with。【紛らわしい選択肢】kept on（続けた）。,,,,,,,,,,,,,,,,
285,2021-3,Those two places are too far from each other. That won’t ( ).,work out,live on,account for,cope with,句動詞・うまくいく,その2箇所は離れすぎているよ。それじゃうまくいかないよ。,【正解のポイント】計画などが成功する。work out（うまくいく）。運動する（work out）とは別の意味。【紛らわしい選択肢】account for（説明する・占める）は準1級必須。,,,,,,,,,,,,,,,,
286,2021-3,"Greg’s father taught Greg how to fish, and Greg ( ) plans to teach his son.",in turn,in touch,by chance,by heart,熟語・今度は,グレッグの父はグレッグに釣りを教え、そしてグレッグは今度は自分の息子に教えるつもりです。,【正解のポイント】順番が回ってきて。in turn（今度は、同様に）。【紛らわしい選択肢】by heart（暗記して）。,,,,,,,,,,,,,,,,
287,2021-3,Alex decided to ( ) online crime because he was very interested in computers...,specialize in,complain of,differ from,bound for,句動詞・専門にする,アレックスはコンピュータに興味があったので、ネット犯罪を専門にすることにしました。,【正解のポイント】専門分野にする。specialize in（～を専門にする）。major in（専攻する）に近い。【紛らわしい選択肢】complain of（～の不平を言う）。,,,,,,,,,,,,,,,,
288,2021-3,"She said that if he ( ) behaving badly, she would send him to the principal’s office.",persisted in,wore out,relied on,made for,句動詞・固執する,彼女は、もし彼が悪ふざけを続ける（固執する）なら、校長室に送ると言いました。,【正解のポイント】しつこく続ける。persist in（～に固執する、し続ける）。insist onに近い、準1級レベルの熟語。【紛らわしい選択肢】wore out（疲れ果てさせた）。,,,,,,,,,,,,,,,,
289,2021-3,The power company said that rats were to ( ) the blackout.,blame for,begin at,add to,act on,熟語・責任がある,電力会社は、停電の原因（責任）はネズミにあると言いました。,【正解のポイント】be to blame for（～に対して責められるべきだ＝～の原因だ）。受動態（be blamed）にしないのがポイント。,,,,,,,,,,,,,,,,
290,2021-3,Arnold thinks that his daughter ( ) him. Their eyes are the same color...,takes after,falls down,lies off,sees in,句動詞・似ている,アーノルドは娘が自分に似ていると思っています。,【正解のポイント】親に似る。takes after（似ている）。resemble。【紛らわしい選択肢】sees in（～に見出す）。,,,,,,,,,,,,,,,,
291,2021-3,"Next year, Misaki ( ) there for more than half of her life.",will have lived,is living,is to live,has lived,文法・未来完了,来年で、ミサキは人生の半分以上をそこで過ごしたことになります。,【正解のポイント】未来の時点（来年）での完了・継続。will have lived（未来完了形）。,,,,,,,,,,,,,,,,
292,2021-3,The letter said the bank regretted ( ) Mr. Humphries that his application...,to inform,inform,informs,informed,文法・不定詞,手紙には、銀行がハンフリーズ氏に...を知らせることを残念に思うと書かれていました。,【正解のポイント】regret to do（残念ながら～する）。regret ～ing（～したことを後悔する）との使い分け。,,,,,,,,,,,,,,,,
293,2021-3,He runs no ( ) than 5 kilometers and spends over an hour exercising...,less,least,only,worse,文法・比較,彼は毎日5キロ「も」走り、1時間以上運動します。,【正解のポイント】no less than（～もの（多くの））。as many asと同じ強調表現。no more than（たった～しか）との対比。,,,,,,,,,,,,,,,,
294,2021-3,One reason for this is that relatively few ( ) remain from the time when fish were evolving into tetrapods.,fossils,scales,feathers,muscles,長文語彙・化石,この理由の一つは、魚が四足動物に進化していた時期の化石が比較的少数しか残っていないことです。,【正解のポイント】長文（First Steps）より。古生物学のトピック。fossils（化石）。【紛らわしい選択肢】scales（うろこ）。,,,,,,,,,,,,,,,,
295,2021-3,"The water around the vents is very hot, dark, and full of powerful ( ).",acids,minerals,vitamins,sugars,長文語彙・酸,噴出孔の周りの水は非常に熱く、暗く、強力な酸で満ちています。,【正解のポイント】2021-2長文（Ocean Treasure）。化学物質。acids（酸）。acid rain（酸性雨）などで必須。,,,,,,,,,,,,,,,,
296,2022-1,It was about a strange ( ) that was half shark and half man.,creature,mineral,package,instrument,名詞・生き物,それは半分サメで半分人間の奇妙な生き物についての映画でした。,【正解のポイント】未確認生物などを指す語。creature（生き物）。create（創造する）されたもの。【紛らわしい選択肢】mineral（ミネラル・鉱物）、instrument（道具・楽器）。,,,,,,,,,,,,,,,,
297,2022-1,"After high school, Ted joined the ( ) so that he could serve his country.",military,affair,emergency,container,名詞・軍隊,高校卒業後、テッドは国に奉仕するために軍隊に入りました。,【正解のポイント】国を守る組織。military（軍隊）。army（陸軍）などの総称。【紛らわしい選択肢】affair（情勢・浮気）、emergency（緊急事態）。,,,,,,,,,,,,,,,,
298,2022-1,She is trying to ( ) this by going to a cooking school.,accomplish,decrease,unite,overwhelm,動詞・成し遂げる,彼女は料理学校に通うことでこれを成し遂げようとしています。,【正解のポイント】目標を達成する。accomplish（成し遂げる）。achieveと同義。準1級重要語。【紛らわしい選択肢】overwhelm（圧倒する）は準1級頻出。,,,,,,,,,,,,,,,,
299,2022-1,"However, he ( ) his decision because he started to get more customers...",reversed,abused,secured,stimulated,動詞・覆す,しかし、客が増え始めたので、彼は決定を覆しました（逆転させました）。,【正解のポイント】決定を取り消す。reversed（逆転させた）。reverse a decisionはコロケーション。【紛らわしい選択肢】abused（乱用した・虐待した）。,,,,,,,,,,,,,,,,
300,2022-1,Frank did not have ( ) time to write his report...,sufficient,possible,delicate,financial,形容詞・十分な,フランクにはレポートを書くための十分な時間がありませんでした...,【正解のポイント】足りている状態。sufficient（十分な）。enoughの堅い語。【紛らわしい選択肢】financial（財政的な）。,,,,,,,,,,,,,,,,
301,2022-1,"No one was hurt, but the building was ( ) damaged.",severely,mentally,intelligently,annually,副詞・ひどく,誰も怪我はしませんでしたが、建物はひどく損害を受けました。,【正解のポイント】ダメージの程度が大きい。severely（ひどく、厳しく）。seriously damagedと同じ。【紛らわしい選択肢】annually（毎年）。,,,,,,,,,,,,,,,,
302,2022-1,...so she asked her friend Jeremy to ( ) her.,accompany,restrict,distribute,promote,動詞・同行する,...そこで彼女は友人のジェレミーに同行してくれるよう頼みました。,【正解のポイント】一緒に行く。accompany（同行する）。company（仲間）の動詞化。【紛らわしい選択肢】restrict（制限する）、distribute（分配する）。,,,,,,,,,,,,,,,,
303,2022-1,The astronauts’ ( ) is to repair a weather satellite.,mission,foundation,impression,definition,名詞・任務,宇宙飛行士たちの任務は気象衛星を修理することです。,【正解のポイント】宇宙飛行士の仕事。mission（任務、使命）。【紛らわしい選択肢】definition（定義）、foundation（基礎）。,,,,,,,,,,,,,,,,
304,2021-1,"Then, they used this ( ) to carry out an experiment.",mixture,climate,entry,moment,名詞・混合物,それから、彼らはこの混合物を使って実験を行いました。,【正解のポイント】酸と水を混ぜたもの。mixture（混合物）。【紛らわしい選択肢】climate（気候）。,,,,,,,,,,,,,,,,
305,2022-1,...so the government had to wait to ( ) the rocket into space.,launch,elect,impact,sweep,動詞・打ち上げる,...そのため政府はロケットを宇宙へ打ち上げるのを待たなければなりませんでした。,【正解のポイント】ロケットの発射。launch（打ち上げる、開始する）。新製品のローンチもこれ。【紛らわしい選択肢】elect（選出する）。,,,,,,,,,,,,,,,,
306,2022-1,He ( ) some paper from his notebook and gave it to her...,tore off,relied on,answered back,broke out,句動詞・切り取る,彼はノートから紙を切り取って彼女にあげました...,【正解のポイント】紙をちぎる。tore off（tear offの過去形）。tear（裂く）の発音は[teər]なので注意。【紛らわしい選択肢】broke out（勃発した）。,,,,,,,,,,,,,,,,
307,2022-1,Derek ( ) winning his company’s golf tournament.,came close to,made fun of,took pride in,found fault with,熟語・～しそうになる,デレクは会社のゴルフ大会で優勝しそうになりました（惜しかった）。,【正解のポイント】come close to ～ing（もう少しで～しそうになる）。【紛らわしい選択肢】found fault with（～のあら探しをした）。,,,,,,,,,,,,,,,,
308,2022-1,He ( ) with his threat because they would not be quiet.,followed through,went over,got through,turned over,句動詞・実行する,彼らが静かにしなかったので、彼は脅しを実行に移しました（最後までやり遂げました）。,【正解のポイント】follow through（最後までやり抜く、実行する）。野球やゴルフのフォロースルーと同じイメージ。【紛らわしい選択肢】went over（入念に調べた）。,,,,,,,,,,,,,,,,
309,2022-1,Guess who I just ( ). Do you remember Gina from college?,ran into,hoped for,looked over,complied with,句動詞・偶然出会う,誰にばったり会ったと思う？ 大学時代のジーナを覚えてる？,【正解のポイント】偶然会う。ran into（～に出くわす、衝突する）。bump intoとも言う。【紛らわしい選択肢】complied with（～に従った）は準1級レベル。,,,,,,,,,,,,,,,,
310,2022-1,"Since changing jobs, Neil has been much more ( ) his work­life balance.",content with,separate from,based on,equal to,熟語・満足している,転職して以来、ニールはワークライフバランスにはるかに満足しています。,【正解のポイント】be content with（～に満足している）。satisfied withと同義。【紛らわしい選択肢】separate from（～から離れて）。,,,,,,,,,,,,,,,,
311,2022-1,( ). There should be more than enough for everyone to eat and drink.,In any case,At any rate,By all means,On the whole,熟語・いずれにせよ,いずれにせよ（大丈夫）。皆が飲み食いするのに十分すぎるほどあるはずだから。,【正解のポイント】文脈判断。In any case（とにかく、いずれにせよ）。By all means（ぜひとも）は許可や依頼の承諾で使うが、ここは「量が足りるか」の話なのでIn any caseが自然。,,,,,,,,,,,,,,,,
312,2022-1,"He always ( ) with her things, and she has to clean up afterward.",makes a mess,makes an effort,takes a chance,takes a rest,熟語・散らかす,彼はいつも彼女の物を散らかすので、彼女は後で片付けなければなりません。,【正解のポイント】clean up（片付ける）の反対。make a mess（散らかす、めちゃくちゃにする）。,,,,,,,,,,,,,,,,
313,2022-1,"...Kevin said in his speech that ( ) for his wife’s help, he never would have won.",but,with,along,over,文法・仮定法,...ケビンはスピーチで、妻の助けがなければ決して勝てなかっただろうと言いました。,【正解のポイント】but for（～がなければ）。withoutと同じ仮定法の重要表現。,,,,,,,,,,,,,,,,
314,2022-1,"Sean has an important meeting early tomorrow morning, so he ( ) better not stay up late tonight.",had,may,would,should,文法・助動詞,ショーンは明日の朝早くに重要な会議があるので、今夜は夜更かししないほうがいいです。,【正解のポイント】had better not（～しないほうがよい）。shouldより切迫したニュアンス。,,,,,,,,,,,,,,,,
315,2022-1,It’s time you ( ) thinking about which university you want to go to.,started,will start,starting,to start,文法・仮定法,どこの大学に行きたいか考え始めてもいい時期だよ。,【正解のポイント】It's time S + 過去形（もう～する時間だ）。仮定法過去。,,,,,,,,,,,,,,,,
316,2022-2,...she gave a ( ) good English presentation at yesterday’s contest.,remarkably,nervously,suddenly,carefully,副詞・著しく,...彼女は昨日のコンテストで驚くほど（著しく）良い英語のプレゼンをしました。,【正解のポイント】学習期間が短いのに上手だったという強調。remarkably（著しく、驚くほど）。【紛らわしい選択肢】nervously（神経質に）。,,,,,,,,,,,,,,,,
317,2022-2,How was your vacation...? - It was ( )!,marvelous,industrial,humble,compact,形容詞・素晴らしい,休暇はどうだった？ - 素晴らしかったよ！,【正解のポイント】最高に良かった。marvelous（素晴らしい）。wonderfulの強調。【紛らわしい選択肢】humble（謙虚な）、compact（小型の）。,,,,,,,,,,,,,,,,
318,2022-2,People around the world are afraid that the ( ) between the two countries will cause a war.,conflict,patient,phrase,courage,名詞・対立,世界中の人々は、両国間の対立が戦争を引き起こすのではないかと恐れています。,【正解のポイント】戦争の一歩手前。conflict（紛争、対立）。【紛らわしい選択肢】courage（勇気）。,,,,,,,,,,,,,,,,
319,2022-2,The baseball player Shuta Omura had to have ( ) on his right knee in 2019...,surgery,recognition,innocence,inquiry,名詞・手術,野球選手の大村周太は、2019年に右膝の手術を受けなければなりませんでした...,【正解のポイント】怪我を治す医療行為。surgery（外科手術）。have surgeryで「手術を受ける」。【紛らわしい選択肢】inquiry（問い合わせ・調査）。,,,,,,,,,,,,,,,,
320,2022-2,The restaurant lost its good ( ) after several cases of food poisoning...,reputation,anticipation,observation,examination,名詞・評判,食中毒を数件出した後、そのレストランは良い評判を失いました...,【正解のポイント】世間の評価。reputation（評判）。準1級では「名声」の文脈でも出ます。【紛らわしい選択肢】anticipation（予期、期待）。,,,,,,,,,,,,,,,,
321,2022-2,"However, it is not good to ( ) skin to too much sunlight.",expose,protest,conduct,represent,動詞・さらす,しかし、肌を過度の日光にさらすことは良くありません。,【正解のポイント】光や危険に身を置く。expose（さらす）。exposure（露出）の動詞。【紛らわしい選択肢】protest（抗議する）。,,,,,,,,,,,,,,,,
322,2022-2,"After Kai broke his arm, it took about three months to ( ) completely.",heal,fulfill,cheat,retire,動詞・治る,カイが腕を骨折した後、完全に治るのに約3ヶ月かかりました。,【正解のポイント】怪我が治癒する。heal（癒える、治る）。cure（治療する）との使い分けに注意。【紛らわしい選択肢】fulfill（満たす、実現する）。,,,,,,,,,,,,,,,,
323,2022-2,"These days, many companies are offering their employees a lot of ( ). For example, staff members can sometimes work from home...",flexibility,majority,similarity,quantity,名詞・柔軟性,最近、多くの企業が従業員に多くの柔軟性を提供しています。,【正解のポイント】働き方を選べること。flexibility（柔軟性）。flexible（柔軟な）の名詞形。【紛らわしい選択肢】majority（大多数）。,,,,,,,,,,,,,,,,
324,2022-2,The weather was so bad that he had to ( ) his car and walk the rest of the way.,abandon,maintain,prevent,supply,動詞・見捨てる,天気がとても悪かったので、彼は車を乗り捨てて（見捨てて）、残りの道のりを歩かなければなりませんでした。,【正解のポイント】置いていく。abandon（捨てる、放棄する）。give upより強い語。【紛らわしい選択肢】maintain（維持する）。,,,,,,,,,,,,,,,,
325,2022-2,Laura was unhappy about being ( ) from the badminton tournament so early...,eliminated,committed,defended,imported,動詞・除外する,ローラはバドミントンのトーナメントからこんなに早く敗退（除外）させられたことに不満でしたが...,【正解のポイント】排除される、負けて姿を消す。eliminated（除外された）。eliminate poverty（貧困をなくす）などでSDGs文脈でも頻出。【紛らわしい選択肢】committed（コミットした、犯した）。,,,,,,,,,,,,,,,,
326,2022-2,Sarah has been told to ( ) running until her foot is better.,refrain from,read through,reflect on,refer to,句動詞・控える,サラは足が良くなるまでランニングを控えるように言われています。,【正解のポイント】refrain from（～を控える、慎む）。公共のアナウンスなどで使われる堅い表現。【紛らわしい選択肢】reflect on（～を熟考する/反省する）。,,,,,,,,,,,,,,,,
327,2022-2,"( ), I enjoyed it. Even though some of the actors weren’t the best, the story was great...",As a whole,On the move,In respect,By then,熟語・全体として,全体としては、楽しみました。俳優はベストではなかったけれど...,【正解のポイント】総評を述べる。As a whole（全体として、概して）。On the wholeとも言う。【紛らわしい選択肢】On the move（移動中で）。,,,,,,,,,,,,,,,,
328,2022-2,Jim made a ( ) of me in front of my friends. He said my shoes were ugly.,fool,difference,point,start,熟語・笑いもの,ジムは友達の前で私を笑いものにしました。私の靴が醜いと言ったのです。,【正解のポイント】make a fool of（～を笑いものにする、からかう）。make fun ofと同義。,,,,,,,,,,,,,,,,
329,2022-2,Jason has asked his mother several times to stop ( ) his personal life.,interfering with,counting on,insisting on,comparing with,句動詞・干渉する,ジェイソンは母親に、私生活に干渉するのをやめるよう何度か頼みました。,【正解のポイント】邪魔をする、口出しする。interfering with（～に干渉する）。interfere inとも言う。【紛らわしい選択肢】counting on（～を頼りにする）。,,,,,,,,,,,,,,,,
330,2022-2,It’s a shame that we had to ( ) the barbecue.,call off,pick on,fall for,bring out,句動詞・中止する,バーベキューを中止しなければならなかったのは残念だね。,【正解のポイント】キャンセルする。call off（中止する）。cancelのイディオム。【紛らわしい選択肢】fall for（～に惚れる/騙される）。,,,,,,,,,,,,,,,,
331,2022-2,The thief must have gotten into the building ( ) of a ladder.,by means,in charge,at times,for all,熟語・～を用いて,泥棒は梯子を使って建物に入ったに違いない。,【正解のポイント】手段を表す。by means of（～によって）。【紛らわしい選択肢】for all（～にもかかわらず）。,,,,,,,,,,,,,,,,
332,2022-2,"Barney tried to teach his cat..., but his efforts were ( ).",in vain,of late,for sure,by chance,熟語・無駄に,バーニーは猫に教えようとしましたが、彼の努力は無駄でした。,【正解のポイント】効果がなかった。in vain（無駄に）。頻出熟語です。【紛らわしい選択肢】of late（最近）。,,,,,,,,,,,,,,,,
333,2022-2,"( ) lived in Tokyo for three years, Cassandra knew exactly how to get to Tokyo Skytree...",Having,Had,Have,To have,文法・完了分詞構文,東京に3年間住んでいたので、カサンドラはスカイツリーへの行き方を正確に知っていました。,【正解のポイント】過去の経験が現在の知識につながる。Having p.p.（～したので/～したことがあるので）。完了形の分詞構文。,,,,,,,,,,,,,,,,
334,2022-2,"Michelle had not done it, but some of the other students looked at her ( ) she had.",as if,as to,if only,if not,文法・仮定法,ミシェルはやっていませんでしたが、他の生徒たちはまるで彼女がやったかのように彼女を見ました。,【正解のポイント】as if（まるで～かのように）。直後に過去完了（had doneが省略されている）が来ているので仮定法過去完了。,,,,,,,,,,,,,,,,
335,2022-2,There’s no ( ) with traffic during the holidays.,telling,tell,tells,told,文法・動名詞,休日の交通状況はどうなるかわからない（言うことはできない）。,【正解のポイント】There is no ～ing（～することはできない）。There is no telling...（～はわからない）は定型表現。,,,,,,,,,,,,,,,,
336,2022-3,Jun taught his daughter an easy ( ) of making ice cream at home...,method,cure,register,slice,名詞・方法,ジュンは娘に家でアイスクリームを作る簡単な方法を教えました。,【正解のポイント】やり方。method（方法）。wayより少し体系的なニュアンス。【紛らわしい選択肢】cure（治療法）。,,,,,,,,,,,,,,,,
337,2022-3,Companies these days are making cameras that are ( ) small.,incredibly,partially,eagerly,consequently,副詞・信じられないほど,最近の企業は信じられないほど小さいカメラを作っています。,【正解のポイント】強調表現。incredibly（信じられないほど、非常に）。【紛らわしい選択肢】consequently（その結果として）は論理構成の重要語。,,,,,,,,,,,,,,,,
